vendor_id,vendor_name,year,tot_trip_distance,tot_trips
CMT,"Creative Mobile Technologies, LLC",2009,1263787.5,479032
CMT,"Creative Mobile Technologies, LLC",2010,1263787.5,479032
CMT,"Creative Mobile Technologies, LLC",2011,1263787.5,479032
CMT,"Creative Mobile Technologies, LLC",2012,1263787.5,479032
